item_date_published,date,item_title,item_description,item_link
2017-10-18T10:00:52Z,2017-10-18,"Wednesday, Oct. 18, 2017","<p>Shannon Mulcahy’s job at an Indiana steel plant moved to Mexico. Donald Trump vowed to keep factory jobs inside the United States. We discuss how the president’s promise of “America First” has met the realities of American manufacturing. Guests: Farah Stockman, a national correspondent for The New York Times; Shannon Mulcahy, a former factory worker. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2017-10-17T09:43:18Z,2017-10-17,"Tuesday, Oct. 17, 2017","<p>As a candidate for president, Donald J. Trump called Sgt. Bowe Bergdahl a “dirty rotten traitor” for walking off his base in Afghanistan in 2009, and said,”I don’t want him. Maybe we can send him back.” On Monday, with President Trump now commander in chief, Sergeant Bergdahl pleaded guilty to desertion and to endangering the American troops sent to search for him. An Army judge will determine his punishment. &nbsp;Guests: Matthew Rosenberg, who covers intelligence and national security for The Times; Richard A. Oppel Jr., the Times reporter covering the trial. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2017-10-16T09:19:49Z,2017-10-16,"Monday, Oct. 16, 2017","<p>President Trump has disavowed the Iran nuclear deal, and he has threatened to leave it altogether if Congress does not amend it to permanently block Tehran from building nuclear weapons. Today, a top negotiator in the Obama administration talks about how the deal was reached and what it feels like to watch Mr. Trump threaten to undo it. Guests: Jake Sullivan, a negotiator for the Iran deal; Peter Baker, chief White House correspondent for The Times. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.</p>",NA
2017-10-13T09:59:49Z,2017-10-13,"Friday, Oct. 13, 2017","<p>“I’m not quitting today. I don’t believe — and I just talked to the president — I don’t think I’m being fired today,” John F. Kelly, President Trump’s chief of staff, said at a surprise news conference. Hours later, President Trump unexpectedly released a statement aiming at destabilizing Obamacare. And a survivor from the Rohingya, one of the most persecuted ethnic groups in the world, told one of our correspondents her story. Guests: <a href=""https://www.nytimes.com/by/glenn-thrush"" target=""_blank"">Glenn Thrush</a>, a White House correspondent for The Times; <a href=""https://www.nytimes.com/by/jeffrey-gettleman"" target=""_blank"">Jeffrey Gettleman</a>, The Times’s South Asia bureau chief. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2017-10-12T09:48:06Z,2017-10-12,"Thursday, Oct. 12, 2017","<p>The United States sees North Korea as an existential threat: a hostile nation that is dangerously deluded and ready for war. But how does North Korea see the United States? We took a rare look inside the country. Guest: Nicholas Kristof, a New York Times columnist. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2017-10-11T09:33:55Z,2017-10-11,"Wednesday, Oct. 11, 2017","<p>More women are coming forward with their accounts of sexual harassment and assault in Hollywood, accusing the film producer Harvey Weinstein. Today, we hear one of those stories. Guests: Jodi Kantor, a New York Times reporter; Katherine Kendall, an actress who told The Times that Mr. Weinstein harassed her in his apartment in 1993. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.</p>",NA
2017-10-10T09:19:41Z,2017-10-10,"Tuesday, Oct. 10, 2017","<p>The Trump administration has rolled back two of President Barack Obama’s signature achievements. The repeal of the Clean Power Plan was billed as the end of a “war on coal.” And the end of a federal requirement that employers include birth control coverage in their health plans followed up on President Trump’s promise that “we will not allow people of faith to be targeted, bullied or silenced anymore.” Guests: Lisa Friedman, who covers climate and environmental policy for The Times; Gail Collins, a Times Op-Ed columnist. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.</p>",NA
2017-10-09T09:30:02Z,2017-10-09,"Monday, Oct. 9, 2017","<p>Two months after a white supremacist rally in Charlottesville, Va., turned violent, 200 employees of the American Civil Liberties Union have signed a letter saying that the organization’s “rigid stance” on the First Amendment undermines a broader mission that includes commitment to racial justice. Will the A.C.L.U. rethink its approach to free speech? Guests: Joseph Goldstein, a New York Times reporter; Abre’ Conner, an A.C.L.U. lawyer; David A. Goldberger, a former A.C.L.U. lawyer. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2017-10-06T10:01:14Z,2017-10-06,"Friday, Oct. 6, 2017","<p>A New York Times investigation has found three decades of sexual harassment allegations against the Hollywood producer Harvey Weinstein. In response to that reporting, Mr. Weinstein released the following statement: “I realized some time ago that I needed to be a better person. Though I’m trying to do better, I know I have a long way to go.” A lawyer advising him said that the producer “denies many of the accusations as patently false.” Guests: Jodi Kantor and Megan Twohey, Times reporters. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2017-10-05T09:46:29Z,2017-10-05,"Thursday, Oct. 5, 2017","<p>At least 12 of the weapons found in the hotel suite used by the gunman who killed 58 people in Las Vegas on Sunday had been modified. He used a device called a bump stock, which enables a semiautomatic rifle to fire faster, and can be purchased online. Guest: C. J. Chivers, a New York Times investigative reporter and Marine veteran. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2017-10-04T10:01:58Z,2017-10-04,"Wednesday, Oct. 4, 2017","<p>Every mass shooting in the United States is inevitably followed by a call for gun control, but major legislation never passes. We look at how the National Rifle Association became a powerful lobbying group. Also, a gun store owner talks about putting military-style weapons into the hands of civilians. Guests: Robert Draper, a writer at large for The New York Times Magazine; John Markell, the owner of a gun store in Roanoke, Va. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2017-10-03T09:54:49Z,2017-10-03,"Tuesday, Oct. 3, 2017","<p>A lone gunman booked a suite at a Las Vegas hotel, took aim at a crowd below and committed one of the deadliest mass shootings in American history. At least 59 people are dead, and more than 500 wounded. President Trump is scheduled to visit the city on Wednesday. Today, Mr. Trump is heading to Puerto Rico to survey the damage from Hurricane Maria. A reporter for The Times discusses what she has seen on the island. Guests: Richard Pérez-Peña, a national reporter for The Times; Frances Robles, a Times correspondent based in Miami. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.</p>",NA
2017-10-02T09:48:55Z,2017-10-02,"Monday, Oct. 2, 2017","<p>Across the United States, the case could be made that American voters are not choosing their representatives so much as representatives are choosing their voters. As the Supreme Court opens a new session, it turns to a question that, until now, it had been unwilling to resolve: Does drawing the perfect election district violate the Constitution? Guest: Emily Bazelon, a staff writer for The New York Times Magazine, and Dale Schultz, a former state senator in Wisconsin. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.</p><p><em>This episode was updated at 11 a.m. EST.</em></p>",NA
2017-09-29T10:09:40Z,2017-09-29,"Friday, Sept. 29, 2017","<p>If you are found to be guilty of murder and sane, you could spend 25 years in prison. But if you are found not guilty by reason of insanity, you could be confined to an institution for 587 years. Involuntary confinement in a state psychiatric hospital sometimes becomes a life sentence. Guests: Mac McClelland, a reporter who has written about Houston Herczog, her third cousin who was found not guilty of murdering his father by reason of insanity; Savannah Herczog, Mr. Herczog’s sister, who was at home the night their father was killed; Houston Herczog, who is confined at Napa State Hospital in California. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2017-09-28T09:42:14Z,2017-09-28,"Thursday, Sept. 28, 2017","<p>The presidency of Donald J. Trump has changed the rules of influence in the nation’s capital, replacing top lobbyists with a group of newcomers and former nobodies. Those newcomers are getting rich. Guest: Nicholas Confessore, a political investigative reporter for The New York Times. He interviewed the lobbyist Robert Stryk for an episode of one of our other podcasts, “The New Washington.” For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2017-09-27T09:41:13Z,2017-09-27,"Wednesday, Sept.27, 2017","<p>At the height of the 2016 election, exaggerated reports of a brutal crime turned the town of Twin Falls, Idaho, upside down. The fake news has had real consequences. Guest: Caitlin Dickerson, who covers immigration for The Times. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
